event,logicNeg,cueNeg,pragNeg
PersonX asks PersonY to visit,"[""PersonX does not ask PersonY to visit""]",[],"[""PersonX asks PersonY to leave."", ""PersonX wants PersonY to leave them alone""]"
PersonX lives side by side,"[""PersonX does not live side by side""]",[],"[""PersonX lives all alone"", ""PersonX dies side by side""]"
PersonX quickly fell,"[""PersonX did not quickly fell""]",[],"[""PersonX stayed standing"", ""PersonX slowly stood.""]"
PersonX abuses PersonX's power,"[""PersonX does not abuse PersonX's power""]","[""PersonX resists abusing PersonX's power""]","[""PersonX treats their power with respect and dignity"", ""PersonX keeps PersonX's power in check""]"
PersonX spends the ___ working,[],[],[]
PersonX spends hours,"[""PersonX does not spend hours"", ""PersonX doesn't spend hours""]",[],"[""PersonX spends minutes""]"
PersonX feels so nervous,"[""PersonX does not feel so nervous""]",[],"[""PersonX feels so carefree."", ""PersonX feels excited.""]"
PersonX visits every ___,[],[],[]
PersonX races out of the traps,"[""PersonX does not race out of the traps""]",[],"[""PersonX trips and falls."", ""PersonX sets the traps.""]"
PersonX wants ___ badly,[],[],[]
PersonX gets a burger,"[""PersonX does not get a burger""]",[],"[""PersonX gets grilled chicken."", ""PersonX gets a yogurt.""]"
PersonX becomes a doctor,"[""PersonX does not become a doctor""]",[],"[""PersonX loses their medical license."", ""PersonX dies on the operating table""]"
PersonX renders PersonY account,"[""PersonX does not render PersonY account""]",[],"[""PersonX takes PersonY's account."", ""PersonX cancels PersonY account.""]"
PersonX starts early,"[""PersonX does not start early""]",[],"[""PersonX starts late."", ""PersonX starts later""]"
PersonX waves ___ around,[],[],[]
PersonX makes PersonX's exit,"[""PersonX does not make PersonX's exit""]",[],"[""PersonX has overstayed their welcome"", ""PersonX is escorted out""]"
PersonX manages PersonX's ___ well,[],[],[]
PersonX is in a good mood,"[""PersonX is not in a good mood""]","[""PersonX is on no condition in a good mood"", ""PersonX is not at all in a good mood"", ""PersonX is barely in a good mood"", ""PersonX is scarcely in a good mood"", ""PersonX is rarely in a good mood""]","[""PersonX's mood gets ruined"", ""PersonX feels down in the dumps""]"
PersonX pisses money up the wall,"[""PersonX does not piss money up the wall""]",[],"[""PersonX saves their money"", ""PersonX pisses money down the wall.""]"
PersonX meets someone new,"[""PersonX does not meet someone new""]","[""PersonX meets nobody new"", ""PersonX no longer meets someone new""]","[""PersonX hangs out with an old friend."", ""PersonX meets someone familiar""]"
PersonX meets the love of PersonX's life,"[""PersonX does not meet the love of PersonX's life""]",[],"[""PersonX gets a dog"", ""PersonX will be away from PersonX's love for a long time""]"
PersonX enters PersonY's office,"[""PersonX does not enter PersonY's office""]",[],"[""PersonX stays in PersonX's own office."", ""Person X leaves PersonY's office.""]"
PersonX has PersonX's fingers in many pies,"[""PersonX does not have PersonX's fingers in many pies""]",[],"[""PersonX's interest is very focused.""]"
PersonX throws the frisbee,"[""PersonX does not throw the frisbee""]","[""PersonX has problem with throwing the frisbee""]","[""PersonX catches the frisbee"", ""PersonX receives the frisbee.""]"
PersonX keeps PersonX's fingers crossed,"[""PersonX does not keep PersonX's fingers crossed""]","[""PersonX by no means keeps PersonX's fingers crossed"", ""PersonX hardly keeps PersonX's fingers crossed"", ""PersonX uncrosses PersonX's fingers""]",[]
PersonX gets a small loan,"[""PersonX does not get a small loan""]",[],"[""personx gets a small car"", ""PersonX is rejected for the loan""]"
PersonX moves in with PersonY,"[""PersonX does not move in with PersonY""]",[],"[""PersonX moves out of PersonY's house"", ""PersonX divorces PersonY""]"
PersonX has always made good grades,"[""PersonX has not always made good grades""]",[],"[""PersonX flunks out"", ""PersonX receives their hundredth bad grade for the semester.""]"
PersonX hears a scary noise,"[""PersonX does not hear a scary noise""]","[""PersonX refuses to hear a scary noise""]","[""PersonX hears a pleasant symphony."", ""PersonX hears music.""]"
PersonX enjoys PersonX's night,"[""PersonX does not enjoy PersonX's night""]","[""PersonX makes no attempt to enjoy PersonX's night""]","[""PersonX hates PersonX's night"", ""PersonX is miserable during PersonX's night.""]"
PersonX grants PersonY's request,"[""PersonX does not grant PersonY's request""]",[],"[""PersonX rejects PersonY's request"", ""PersonX ignores PersonY's request""]"
PersonX leads PersonY into temptation,"[""PersonX does not lead PersonY into temptation""]","[""PersonX discontinues leading PersonY into temptation""]","[""PersonX leads PersonY into salvation,"", ""PersonY declines PersonX's advances.""]"
PersonX achieves PersonY level,"[""PersonX does not achieve PersonY level"", ""PersonX doesn't achieve PersonY level.""]","[""PersonX by no means achieves PersonY level"", ""PersonX is unable to reach PersonY's level.""]",[]
PersonX visits PersonY's daughter,"[""PersonX does not visit PersonY's daughter""]","[""PersonX no longer visits PersonY's daughter""]","[""PersonX calls PersonY's daughter on the phone."", ""PersonX leaves PersonY's daughter.""]"
PersonX takes ___ off roading,[],[],[]
PersonX passes PersonY's lips,"[""PersonX does not pass PersonY's lips"", ""PersonX doesn't touch PersonY""]","[""PersonX stops at PersonY's lips.""]",[]
PersonX meets ___ for lunch,[],[],[]
PersonX gets a call back,"[""PersonX does not get a call back""]",[],"[""The return caller might be mad at PersonX"", ""PersonX gets a text back""]"
PersonX knows PersonY's opinion,"[""PersonX does not know PersonY's opinion"", ""PersonX doesn't know what PersonY's opinion is""]","[""PersonX avoids knowing PersonY's opinion""]","[""PersonX is so occupied with worries.""]"
PersonX tips PersonY's head back,"[""PersonX does not tip PersonY's head back""]",[],"[""PersonX pushes PersonY's head forward"", ""PersonX pushes PersonY down""]"
PersonX breaks PersonX's hip,"[""PersonX does not break PersonX's hip""]",[],"[""PersonX fixes PersonX's hip"", ""PersonX fixes PersonX's hit with surgery.""]"
PersonX prevents ___ from accessing,[],[],[]
PersonX makes PersonY part,"[""PersonX does not make PersonY part"", ""PersonX does not give PersonY a part.""]",[],"[""PersonX makes PersonY feel welcomed""]"
PersonX develops cancer,"[""PersonX does not develop cancer""]",[],"[""PersonX is cancer free"", ""PersonX heals from cancer""]"
PersonX seems perfect,"[""PersonX does not seem perfect""]","[""PersonX seems imperfect"", ""PersonX ceases seeming perfect""]","[""PersonX seems repulsive"", ""PersonX seems dysfunctional""]"
PersonX is making a cake,"[""PersonX is not making a cake""]","[""PersonX is barely making a cake""]","[""PersonX is firebombing a bridge."", ""PersonX is making a salad""]"
PersonX mixes it up,"[""PersonX does not mix it up""]",[],"[""PersonX separates everything into groups."", ""PersonX gets it right""]"
PersonX gets the book,"[""PersonX does not get the book""]",[],"[""PersonX loses the book."", ""PersonX gets the internet""]"
PersonX lays ___ on the fact,[],[],[]
PersonX chooses among alternatives,"[""PersonX does not choose among alternatives"", ""PersonX doesn't choose anything.""]",[],"[""PersonX is paralyzed with indecision""]"
PersonX displays ___ proudly,[],[],[]
PersonX falls into the wrong hands,"[""PersonX does not fall into the wrong hands""]","[""PersonX halts falling into the wrong hands""]","[""PersonX is rescued by the police"", ""PersonX is careful who they are friends with""]"
PersonX orders ___ at the restaurant,[],[],[]
PersonX sends PersonY to the showers,"[""PersonX does not send PersonY to the showers""]","[""PersonX has trouble with sending PersonY to the showers""]","[""PersonX sends PersonY in for the last play"", ""PersonX takes a shower""]"
PersonX prevents ___ from entering,[],[],[]
PersonX buys PersonY's one,"[""PersonX does not buy PersonY's one"", ""PersonX doesn't buy PersonY's one""]",[],"[""PersonX takes PersonY's.""]"
PersonX loves PersonY more than anything,"[""PersonX does not love PersonY more than anything""]","[""PersonX loves PersonY less than anything""]","[""Personx hates persony more than anything"", ""PersonX hates PersonY more than anything""]"
PersonX holds PersonY place,"[""PersonX does not hold PersonY place""]",[],"[""PersonX loses PersonY place"", ""PersonY holds PersonX's place""]"
PersonX gets the stain,"[""PersonX does not get the stain""]",[],"[""PersonX sells the stain"", ""PersonX rubs the stain out""]"
PersonX enjoys swimming,"[""PersonX does not enjoy swimming""]","[""PersonX not by any means enjoys swimming""]","[""PersonX hates swimming"", ""personx enjoys hiking""]"
PersonX gets it for PersonY,"[""PersonX does not get it for PersonY""]","[""PersonX by no means gets it for PersonY"", ""PersonX never gets it for PersonY"", ""PersonX refuses to get anything for PersonY""]","[""PersonX gets it from PersonY""]"
PersonX throws a ball,"[""PersonX does not throw a ball""]",[],"[""PersonX holds the ball."", ""PersonX holds a ball.""]"
PersonX tries to remain calm,"[""PersonX does not try to remain calm""]",[],"[""PersonX panics."", ""PersonX loses his cool.""]"
PersonX tells my mother,"[""PersonX does not tell my mother""]",[],"[""PersonX keeps it to themselves"", ""PersonX tells my father.""]"
PersonX shouts PersonY's name,"[""PersonX does not shout PersonY's name""]","[""PersonX discontinues shouting PersonY's name""]","[""PersonX whispers PersonY's name."", ""Person X tells person Y nothing""]"
PersonX enters an art contest,"[""PersonX does not enter an art contest""]",[],"[""personx enters an archery contest"", ""PersonX withdrew from the art contest.""]"
PersonX drives down the highway,"[""PersonX does not drive down the highway"", ""PersonX doesn't drive down the highway""]",[],"[""PersonX drives up the highway""]"
PersonX befriends PersonY,"[""PersonX does not befriend PersonY""]",[],"[""PersonX is enemies with PersonY."", ""PersonX antagonizes PersonY""]"
PersonX does n't have many friends,"[""PersonX does not do n't have many friends""]",[],"[""PersonX has a large network."", ""PersonX is king of the world""]"
PersonX runs errands,"[""PersonX does not run errands""]","[""PersonX halts running errands"", ""PersonX has nothing left to do""]","[""PersonX relaxes in a hammock""]"
PersonX gains ___ by means,[],[],[]
PersonX decides to order pizza,"[""PersonX does not decide to order pizza""]",[],"[""PersonX bakes their own pizza."", ""PersonX decides to cook at home""]"
PersonX commits ___ with PersonY in PersonX's heart,[],[],[]
PersonX orders delivery food,"[""PersonX does not order delivery food""]",[],"[""PersonX decides to skip dinner."", ""PersonX cooks at home.""]"
PersonX wins the bet,"[""PersonX does not win the bet""]",[],"[""PersonX lost the bet."", ""PersonX loses the bet""]"
PersonX feels better soon,"[""PersonX does not feel better soon""]",[],"[""PersonX feels worse soon.""]"
PersonX stretches out PersonX's hand,"[""PersonX does not stretch out PersonX's hand""]",[],"[""PersonX retracts PersonX's hand."", ""PersonX stretches out PersonX's leg""]"
PersonX goes down the pan,"[""PersonX does not go down the pan""]",[],"[""PersonX comes up from the pan"", ""PersonX goes up the skillet""]"
PersonX misses ___ to school,[],[],[]
PersonX lets PersonY's guard down,"[""PersonX does not let PersonY's guard down""]","[""PersonX is proven untrustworthy to PersonY""]","[""PersonX keeps PersonY's guard up.""]"
PersonX decides to purchase it,"[""PersonX does not decide to purchase it""]",[],"[""PersonX decides to sell it"", ""PersonX puts it back on the store shelf""]"
PersonX studies extra hard,"[""PersonX does not study extra hard""]",[],"[""PersonX studies very little."", ""PersonX only studies in class.""]"
PersonX teaches ___ the way,[],[],[]
PersonX takes PersonY step,"[""PersonX does not take PersonY step""]",[],"[""PersonX swerves past PersonY."", ""PersonX takes PersonY leap""]"
PersonX spends ___ on video games,[],[],[]
PersonX forgets the milk,"[""PersonX does not forget the milk""]",[],"[""Personx brings home the milk"", ""PersonX remembered to get the milk.""]"
PersonX wants so badly,"[""PersonX does not want so badly"", ""Person X doesn't care.""]","[""PersonX by no means wants so badly"", ""PersonX  has no need""]","[""PersonX resigns himself""]"
PersonX lays on top of PersonY,"[""PersonX does not lay on top of PersonY""]","[""PersonX opposes laying on top of PersonY""]","[""PersonX stands on PersonY"", ""PersonX lays under PersonY""]"
PersonX challenges PersonY's friend to a race,"[""PersonX does not challenge PersonY's friend to a race""]",[],"[""PersonX challenges PersonY's friend to a duel."", ""PersonX gets challenged by PersonY's friend to a race""]"
PersonX leaves PersonY's ___ alone,[],[],[]
PersonX would like,"[""PersonX would not like""]",[],"[""PersonX demands"", ""PersonX would hate it.""]"
PersonX cuts the crap,"[""PersonX does not cut the crap""]",[],"[""PersonX lies constantly"", ""PersonX keeps being a jerk""]"
PersonX offer to teach PersonY,"[""PersonX does not offer to teach PersonY""]","[""PersonX refuses to teach PersonY""]","[""PersonX offers to ignore PersonY""]"
PersonX sees PersonY's crush,"[""PersonX does not see PersonY's crush""]",[],"[""PersonX turns down PersonY's crush"", ""PersonX is blind to PersonY's crush""]"
