neg_event,event,split,neg_cue,neg_cue_type
PersonX is deprived of a baby boy,PersonX has a baby boy,trn,is deprived of,multi_word
PersonX is deprived of a new boyfriend,PersonX has a new boyfriend,trn,is deprived of,multi_word
PersonX is deprived of PersonX's birthday party,PersonX has PersonX's birthday party,trn,is deprived of,multi_word
PersonX lacks a big crush on PersonY,PersonX has a big crush on PersonY,trn,lack,verb
PersonX lacks health issues,PersonX has health issues,trn,lack,verb
PersonX lacks another baby,PersonX has another baby,trn,lack,verb
PersonX lacks a baby boy,PersonX has a baby boy,trn,lack,verb
PersonX lacks a great time at PersonY's party,PersonX has a great time at PersonY's party,trn,lack,verb
PersonX lacks fun with PersonY's friends,PersonX has fun with PersonY's friends,trn,lack,verb
PersonX lacks a new friend,PersonX has a new friend,trn,lack,verb
PersonX lacks dinner at PersonY's house,PersonX has dinner at PersonY's house,trn,lack,verb
PersonX lacks a great time catching up,PersonX has a great time catching up,trn,lack,verb
PersonX lacks a pizza party,PersonX has a pizza party,trn,lack,verb
PersonX lacks a huge crush on PersonY,PersonX has a huge crush on PersonY,trn,lack,verb
PersonX lacks a huge party,PersonX has a huge party,trn,lack,verb
PersonX lacks a fun night,PersonX has a fun night,trn,lack,verb
PersonX lacks dinner together,PersonX has dinner together,trn,lack,verb
PersonX lacks a new boyfriend,PersonX has a new boyfriend,trn,lack,verb
PersonX lacks a party at PersonY's house,PersonX has a party at PersonY's house,trn,lack,verb
PersonX lacks a small dog,PersonX has a small dog,trn,lack,verb
PersonX lacks a halloween party,PersonX has a halloween party,trn,lack,verb
PersonX lacks a panic attack,PersonX has a panic attack,trn,lack,verb
PersonX lacks a great idea,PersonX has a great idea,trn,lack,verb
PersonX lacks a party at PersonX's house,PersonX has a party at PersonX's house,trn,lack,verb
PersonX lacks a great time with PersonY's friends,PersonX has a great time with PersonY's friends,trn,lack,verb
PersonX lacks a great time at the concert,PersonX has a great time at the concert,trn,lack,verb
PersonX lacks fun with PersonX's friends,PersonX has fun with PersonX's friends,trn,lack,verb
PersonX gives PersonY little tips,PersonX gives PersonY some tips,trn,little,single_word
PersonX buys little new clothes,PersonX buys some new clothes,trn,little,single_word
PersonX gives PersonY little time,PersonX gives PersonY some time,trn,little,single_word
PersonX spends little time with PersonY,PersonX spends some time with PersonY,trn,little,single_word
PersonX makes little new friends,PersonX makes some new friends,trn,little,single_word
PersonX takes little money,PersonX takes some money,trn,little,single_word
PersonX buys little candy,PersonX buys some candy,trn,little,single_word
PersonX orders little pizza,PersonX orders some pizza,trn,little,single_word
PersonX borrows little money,PersonX borrows some money,trn,little,single_word
PersonX sees little friends,PersonX sees some friends,trn,little,single_word
PersonX visits little friends,PersonX visits some friends,trn,little,single_word
PersonX gives PersonY little information,PersonX gives PersonY some information,trn,little,single_word
PersonX buys little stock,PersonX buys some stock,trn,little,single_word
PersonX buys little bread,PersonX buys some bread,trn,little,single_word
PersonX gets little candy,PersonX gets some candy,trn,little,single_word
PersonX makes no attempt to lose a lot of weight,PersonX loses a lot of weight,trn,make no attempt to,multi_word
PersonX makes no attempt to eat lunch with PersonY,PersonX eats lunch with PersonY,trn,make no attempt to,multi_word
PersonX makes no attempt to wet PersonY's lips,PersonX wets PersonY's lips,trn,make no attempt to,multi_word
PersonX makes no attempt to ask PersonX's mom for help,PersonX asks PersonX's mom for help,trn,make no attempt to,multi_word
PersonX makes no attempt to make PersonX's dream come true,PersonX makes PersonX's dream come true,trn,make no attempt to,multi_word
PersonX makes no attempt to call PersonX's husband,PersonX calls PersonX's husband,trn,make no attempt to,multi_word
PersonX makes no attempt to like PersonY back,PersonX likes PersonY back,trn,make no attempt to,multi_word
PersonX makes no attempt to ask my neighbor,PersonX asks my neighbor,trn,make no attempt to,multi_word
PersonX makes no attempt to break PersonY's phone,PersonX breaks PersonY's phone,trn,make no attempt to,multi_word
PersonX makes no attempt to play basketball with PersonY's friends,PersonX plays basketball with PersonY's friends,trn,make no attempt to,multi_word
PersonX makes no attempt to make people laugh,PersonX makes people laugh,trn,make no attempt to,multi_word
PersonX makes no attempt to say hello to PersonY,PersonX says hello to PersonY,trn,make no attempt to,multi_word
PersonX makes no attempt to take part in discussions,PersonX takes part in discussions,trn,make no attempt to,multi_word
PersonX makes no attempt to impress PersonY's wife,PersonX impresses PersonY's wife,trn,make no attempt to,multi_word
PersonX makes no attempt to get PersonY a present,PersonX gets PersonY a present,trn,make no attempt to,multi_word
PersonX makes no attempt to know PersonY's place,PersonX knows PersonY's place,trn,make no attempt to,multi_word
PersonX makes no attempt to call PersonX's brother,PersonX calls PersonX's brother,trn,make no attempt to,multi_word
PersonX makes no attempt to ask PersonY to dance,PersonX asks PersonY to dance,trn,make no attempt to,multi_word
PersonX makes no attempt to give PersonY orders,PersonX gives PersonY orders,trn,make no attempt to,multi_word
PersonX makes no attempt to find the problem,PersonX finds the problem,trn,make no attempt to,multi_word
PersonX makes no attempt to finish PersonY's paper,PersonX finishes PersonY's paper,trn,make no attempt to,multi_word
PersonX makes no attempt to get married a year later,PersonX gets married a year later,trn,make no attempt to,multi_word
PersonX makes no attempt to restore PersonY to health,PersonX restores PersonY to health,trn,make no attempt to,multi_word
PersonX makes no attempt to make PersonY crazy,PersonX makes PersonY crazy,trn,make no attempt to,multi_word
PersonX makes no attempt to understand PersonY's feelings,PersonX understands PersonY's feelings,trn,make no attempt to,multi_word
PersonX makes no attempt to get married,PersonX gets married,trn,make no attempt to,multi_word
PersonX makes no attempt to make PersonY leave,PersonX makes PersonY leave,trn,make no attempt to,multi_word
PersonX never tries to ignore PersonY,PersonX tries to ignore PersonY,trn,never,single_word
PersonX never talks to PersonX's boss,PersonX talks to PersonX's boss,trn,never,single_word
PersonX never wins PersonY's heart,PersonX wins PersonY's heart,trn,never,single_word
PersonX never gives PersonY another chance,PersonX gives PersonY another chance,trn,never,single_word
PersonX never calls the plumber,PersonX calls the plumber,trn,never,single_word
PersonX never takes PersonY's seat,PersonX takes PersonY's seat,trn,never,single_word
PersonX never likes to meet for lunch,PersonX likes to meet for lunch,trn,never,single_word
PersonX never burns PersonX's bridges,PersonX burns PersonX's bridges,trn,never,single_word
PersonX never acts in PersonY capacity,PersonX acts in PersonY capacity,trn,never,single_word
PersonX never returns PersonY's attention,PersonX returns PersonY's attention,trn,never,single_word
PersonX never checks PersonY's temperature,PersonX checks PersonY's temperature,trn,never,single_word
PersonX never goes see PersonY,PersonX goes see PersonY,trn,never,single_word
PersonX never gives PersonY names,PersonX gives PersonY names,trn,never,single_word
PersonX never watches PersonY's favorite show,PersonX watches PersonY's favorite show,trn,never,single_word
PersonX never purchases tickets,PersonX purchases tickets,trn,never,single_word
PersonX never drives PersonY home,PersonX drives PersonY home,trn,never,single_word
PersonX never celebrates PersonY's victory,PersonX celebrates PersonY's victory,trn,never,single_word
PersonX never texts back,PersonX texts back,trn,never,single_word
PersonX never buys a new car,PersonX buys a new car,trn,never,single_word
PersonX never brings PersonX's son,PersonX brings PersonX's son,trn,never,single_word
PersonX never shares PersonX's toy,PersonX shares PersonX's toy,trn,never,single_word
PersonX never bites the hand that feeds PersonX,PersonX bites the hand that feeds PersonX,trn,never,single_word
PersonX is never sitting at PersonY's desk,PersonX is sitting at PersonY's desk,trn,never,single_word
PersonX never gives PersonY a deal,PersonX gives PersonY a deal,trn,never,single_word
PersonX never visits PersonY's relatives,PersonX visits PersonY's relatives,trn,never,single_word
PersonX never puts words in PersonY's mouth,PersonX puts words in PersonY's mouth,trn,never,single_word
PersonX never takes PersonY to the park,PersonX takes PersonY to the park,trn,never,single_word
PersonX never plays games with PersonY,PersonX plays games with PersonY,trn,never,single_word
PersonX never gets PersonY's things,PersonX gets PersonY's things,trn,never,single_word
PersonX never wears PersonY's helmet,PersonX wears PersonY's helmet,trn,never,single_word
PersonX never sits in front of PersonY,PersonX sits in front of PersonY,trn,never,single_word
PersonX never throws PersonY into prison,PersonX throws PersonY into prison,trn,never,single_word
PersonX never does a terrible job,PersonX does a terrible job,trn,never,single_word
PersonX never surprises PersonX's boyfriend,PersonX surprises PersonX's boyfriend,trn,never,single_word
PersonX never has a huge party,PersonX has a huge party,trn,never,single_word
PersonX never stops the presses,PersonX stops the presses,trn,never,single_word
PersonX never invites to a halloween party,PersonX invites to a halloween party,trn,never,single_word
PersonX never dates PersonX's girlfriend,PersonX dates PersonX's girlfriend,trn,never,single_word
PersonX never tells mom,PersonX tells mom,trn,never,single_word
PersonX never flies to PersonY,PersonX flies to PersonY,trn,never,single_word
PersonX never pushes PersonY in,PersonX pushes PersonY in,trn,never,single_word
PersonX never calls PersonY to tell PersonZ,PersonX calls PersonY to tell PersonZ,trn,never,single_word
PersonX never downloads the app,PersonX downloads the app,trn,never,single_word
PersonX never hits a parked car,PersonX hits a parked car,trn,never,single_word
PersonX never asks PersonY's kids,PersonX asks PersonY's kids,trn,never,single_word
PersonX never fights with PersonY,PersonX fights with PersonY,trn,never,single_word
PersonX is never with PersonY's friends,PersonX is with PersonY's friends,trn,never,single_word
PersonX never visits PersonY's grandparents,PersonX visits PersonY's grandparents,trn,never,single_word
PersonX never gets PersonY's food,PersonX gets PersonY's food,trn,never,single_word
PersonX never kills PersonY's wife,PersonX kills PersonY's wife,trn,never,single_word
PersonX never treats PersonY like a PersonZ,PersonX treats PersonY like a PersonZ,trn,never,single_word
PersonX never gets a girlfriend,PersonX gets a girlfriend,trn,never,single_word
PersonX never knocks PersonY to the ground,PersonX knocks PersonY to the ground,trn,never,single_word
PersonX never asks the girl out,PersonX asks the girl out,trn,never,single_word
PersonX never bursts PersonY's bubble,PersonX bursts PersonY's bubble,trn,never,single_word
PersonX never gives it to PersonX's mother,PersonX gives it to PersonX's mother,trn,never,single_word
